Shopify Product Handle,Review Creation Date,Review Content,Review Score,Review Title,Reviewer Display Name,Reviewer Email,Publish Review
ashwagandha-root,2021-06-16,Recently introduced to the benefits of Lion's Mane Mushroom for brain and nerve support.  Really appreciate that this product is Non-GMO and made with organic mushrooms.  It is a bonus that the supplements are also gluten and grain free.  What makes this a no-brainer (no pun intended) for me is that Gaia screens their products and using a unique code on your product allows the purchaser to review the results of testing for microbes heavy metals pesticides and more.  You can also view the manufacturing date so you know when your product was created and when it will expire.  Love that this company shares this important information!  Earns my trust!,5,Excited about the difference this supplement can make,HK1,example@example.com,TRUE
ashwagandha-root,2021-10-17,I cannot say how much of a change I’ve seen with this product. I feel like a younger sharper version of myself. I also don’t have to take my ADHD medicine (Adderall) as much. It’s a gentle effect but it is very clear and real. My spouse has noticed how much more “with it” I’ve been. I’ve been taking this for three months and I plan to take it forever. Thank you Gaia!,5,Fantastic Results for Adult with ADHD and Memory Decline,Jessica Shane,example@example.com,TRUE
ashwagandha-root,2022-02-07,I feel like this is helping me feel more alert and has reduced anxiety symptoms. No side effects.,5,Great product,JT,example@example.com,TRUE
ashwagandha-root,2021-07-07,It was easy to swallow. I didn't notice any flavor.  I don't notice a huge difference but I am going to try it for longer and see how it works over time.,4,It is what it is.,Angie Pulvermacher,example@example.com,TRUE
ashwagandha-root,2021-12-05,Product is great the issue is with the package. Is all this packaging really necessary? In my opinion you are systematically waisting too much material to package Gaia Herbs orders.,5,Unnecessary packaging,Viken Sarkissian,example@example.com,TRUE
ashwagandha-root,2021-06-17,I have been in search for some "brain food" and this has definitely helped me with clarity of my mind definitely feel more clear or alert in the head. Helped me with overall inflammation. I notice I don't feel so inflamed or stiff in the morning when I wake up. Definitely notice in hands and feet! Good product. Love the entire line of GAIA,5,Actually noticed a difference with this product. GREATEFUL.,Lynda Vander Weit,example@example.com,TRUE
ashwagandha-root,2021-06-09,So happy to come across this product! One capsule for 450 mg of Lion’s Mane Mushroom! It is easy to take. My other supplements usually require two capsules. I appreciate that the supplement is made from organic material that the capsules are vegan and that it comes in a glass bottle. Excited to feel and see the results of this “brain food.”,5,Highly Recommend,Michelle and Joshua,example@example.com,TRUE
ashwagandha-root,2021-06-10,This is an easy to take odorless supplement. I have been taking the product for 2 weeks and don’t notice a big difference in mental clarity however I know with supplements you sometimes need to take over an extended period to notice a difference. I have noticed that I feel bloated over the last couple of weeks. Don’t want to assign blame to mushroom supplement but want to leave that here in case others notice as well.,3,Would like to notice more of a difference,C. Segress,example@example.com,TRUE
ashwagandha-root,2021-09-13,My husband and I use this- he for blood sugar control and me for anxiety. Both of us see great results.,5,Fantastic!,Pat W.,example@example.com,TRUE
ashwagandha-root,2021-10-28,As advertised.  Pleased with results,5,It works,N. Carroll,example@example.com,TRUE
ashwagandha-root,2022-01-15,I bought this product product hoping it would help return my taste and smell from having Covid four months ago but unfortunately it hasn’t,1,Disappointed,Tara Lyn Corey ,example@example.com,TRUE
ashwagandha-root,2022-08-05,I had been wanting to get on Lion’s mane for awhile but kept forgetting/putting it off. (If you know you know how it is with ADHD). I struggle to remember to take things daily sometimes especially multiple times a day but because these capsules are concentrated and only require 1 a day I think that could really help folks with ADHD/people with memory problems. I have been having eye twitching on my left eye socket  for a few months now off and on. I have also been having twitching under my left eye on my cheek. I had gone to acupuncture and that didn’t do much. This can happen to me if I don’t sleep too well but obviously it hasn’t gotten much better and it feels like a very specific part of my body and face. I take vyvanse a few times a week and notice that when it wears off I get muscle twitches. (my eye was still twitching even on my days off from vyvanse). I have been on these capsules for a week and all of it is gone! I had suspected it was dopamine related because I know that dopamine receptors and lack there of can effect this kind of stuff. I’m just shocked it went away so quickly. I recommending this product to all of my friends with ADHD and those who are medicated. I plan on continuing to take it to see if it helps with brain fog memory focus and other ADHD symptoms but so far so good. Only took a few days to notice my first big difference. Truly amazing. Easy to swallow and doesn’t taste bad.,5,Noticeable effects in a week,Sam,example@example.com,TRUE
ashwagandha-root,2022-01-22,Bottle not sealed,1,Bottle was not sealed and yet it won’t let me return it.  That is not right.,Amazon Customer,example@example.com,TRUE
ashwagandha-root,2022-04-24,It blocks dht. As a woman long story short it lowers estrogen too. So many symptoms of low estrogen. I stopped taking it and took other things to raise it back up and I’m ok now. Still have bald spots but it’s growing back.,1,Hair fell out in patches and clumps,Hamid Qazi,example@example.com,TRUE
ashwagandha-root,2021-09-29,I like everything.,5,Does what it says.,Gregoria,example@example.com,TRUE
ashwagandha-root,2021-06-03,I’ve been taking these a week so far and they are great so far. Easy to swallow and no weird aftertaste. I’ve noticed a difference in my memory and focus so I’m going to make them part of my normal supplement routine.,5,Great supplement,nicole,example@example.com,TRUE
ashwagandha-root,2021-11-09,I bought these after I watched Fantastic Fungi on Netflix (I recommend watching it if you haven’t seen it) and can really tell a difference!,5,Love these!,Kaylin,example@example.com,TRUE
ashwagandha-root,2021-12-18,I said it all above.,5,I take it everyday as part of my vitamin regiment.,Claudia Smith,example@example.com,TRUE
ashwagandha-root,2022-02-18,Starting to see some improvement in my concentration will continue taking for a few more months and will update my review again.,5,Great Product,Eyoo,example@example.com,TRUE
ashwagandha-root,2021-12-13,I've tried many many different lion's mane extracts and whole mushroom supplements over the years. THIS is the one. For me a noticeable neurologic effect within minutes of taking it with my morning coffee. Feels as if I'm giving my brain EXACTLY what it needs to thrive and perform at its best. It costs more than the competition because it's a noticeably higher quality product in my experience. I find Gaia's ashwagandha to also be of excellent quality compared to others I've tried. I would encourage anyone who takes lion's mane to compare this product to whatever it is they are currently taking.,5,My Personal Gold Standard for Lion's Mane Supplements,Brett,example@example.com,TRUE
ashwagandha-root,2022-05-30,These have worked for me.  They take the edge off that foggy head feeling and I can be sharper with my work/ on point.  I tried other popular brands and I picked this one because it does not make me jittery and feels like it holds steady throughout the day versus just right when you take it.  I take one in the AM and one in mid-afternoon.,5,Takes the fogginess away,Silver ZZ,example@example.com,TRUE
